Car_ID,Brand,Model_Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Horsepower,Price
1043,Toyota,2018.0,3.8,Diesel,Automatic,125938.0,2.0,1.0,124.0,47531.1
1736,BMW,5,1.9,HYBRID,Automatic,,3.0,2.0,104.0,28934.35
1402,Hyundai,,,ELECTRIC,Manual,106490.0,3.0,4.0,156.0,32178.5
1381,Honda,2010.0,1.2,Diesel,Automatic,137955.0,4.0,4.0,139.0,26078.25
596,Toyota,2009.0,1.9,Hybrid,Automatic,,,1.0,220.0,41571.0
62,Hyundai,,3.8,Hybrid,Automatic,160794.0,2.0,2.0,,36860.3
1297,Toyota,2015.0,1.3,Petrol,Automatic,172731.0,3.0,1.0,94.0,26880.449999999997
873,Ford,2020.0,3900 cc,Hybrid,Automatic,177026.0,2.0,3.0,349.0,57487.7
1490,BMW,,,Electric,Automatic,,3.0,2.0,261.0,34075.8
1879,Tesla,2012.0,,Diesel,Manual,,4.0,4.0,,55208.45
279,Toyota,2008.0,4.2,Petrol,Manual,125457.0,3.0,4.0,222.0,44013.15
37,Tesla,2010.0,,Petrol,Manual,163696.0,3.0,,318.0,47743.2
1976,Ford,2012.0,3.2,Petrol,Automatic,138332.0,2.0,,83.0,36110.4
663,Toyota,,,Diesel,Automatic,175308.0,,1.0,344.0,40999.6
1954,Honda,2008.0,,hybrid,Manual,102551.0,2.0,2.0,251.0,39582.45
1445,Tesla,,4.2,Diesel,Automatic,,,1.0,,43731.1
978,Hyundai,2007.0,1.4,Petrol,Manual,38617.0,4.0,,,36045.15
1572,Hyundai,2011.0,4.7,Diesel,Manual,33451.0,3.0,2.0,137.0,53152.45
739,Honda,2017.0,,hybrid,Automatic,,2.0,2.0,,45462.2
192,Toyota,2013.0,3200 cc,Hybrid,Automatic,,3.0,2.0,241.0,48245.05
920,Hyundai,,,Petrol,Manual,,2.0,3.0,101.0,49596.85
457,Hyundai,2008.0,,Electric,Manual,15778.0,3.0,2.0,,49446.1
676,BMW,2020.0,3.7,Electric,Manual,47865.0,3.0,3.0,191.0,52824.75
761,Tesla,2010.0,,Diesel,Automatic,173102.0,4.0,4.0,,30900.9
1808,Hyundai,21,4.6,Diesel,Automatic,93356.0,,4.0,319.0,63729.2
1603,Hyundai,,1.2,Petrol,Manual,7881.0,,4.0,226.0,37793.95
729,Ford,2009.0,4.0,Electric,Automatic,5916.0,2.0,2.0,,53576.2
413,Honda,2022.0,,Petrol,Manual,190221.0,,4.0,,41326.95
1099,Tesla,,1.2,Petrol,Manual,999999.0,3.0,2.0,225.0,33495.1
826,Tesla,2010.0,2.8,Hybrid,Automatic,185680.0,2.0,2.0,327.0,42540.0
1640,Ford,2020.0,,Diesel,Manual,,4.0,4.0,240.0,57119.8
617,Ford,2014.0,2.1,Hybrid,Manual,83947.0,3.0,,220.0,43160.65
115,Honda,2010.0,2.8,Hybrid,Manual,176304.0,3.0,4.0,206.0,35924.8
418,Honda,2013.0,3.3,Hybrid,Manual,169329.0,,4.0,194.0,42988.55
1911,Hyundai,2013.0,2.4,Hybrid,Manual,87494.0,4.0,,70.0,38600.3
970,Toyota,2016.0,,Electric,Manual,131406.0,3.0,2.0,377.0,47726.7
605,Toyota,,,petrol,Manual,135833.0,3.0,,258.0,52299.35
1919,Toyota,,,hybrid,Automatic,164156.0,2.0,,385.0,40812.2
90,Hyundai,2009.0,1.0,Diesel,Automatic,,2.0,4.0,100.0,31065.550000000003
849,Tesla,2014.0,3.2,diesel,Automatic,35020.0,2.0,2.0,217.0,52067.0
1520,Hyundai,2021.0,3.3,diesel,Automatic,19126.0,4.0,3.0,373.0,66363.7
1918,Hyundai,19,2.9,Diesel,Manual,57132.0,3.0,4.0,86.0,42137.4
754,Hyundai,,3100 cc,Diesel,Automatic,28572.0,2.0,2.0,,41073.4
499,Hyundai,2011.0,2.9,Hybrid,Manual,123499.0,2.0,4.0,,41905.05
1277,Tesla,2021.0,,Electric,Automatic,61174.0,4.0,,392.0,63374.3
1326,BMW,,2500 cc,Hybrid,Automatic,47464.0,3.0,4.0,120.0,41644.8
12,BMW,2009.0,2.1,DIESEL,Automatic,,3.0,,325.0,49052.9
397,BMW,2009.0,,Electric,Automatic,168616.0,4.0,4.0,,-10000.0
285,Toyota,2019.0,,Diesel,Automatic,87806.0,3.0,2.0,297.0,55973.7
1067,Honda,2013.0,3.3,petrol,Manual,145073.0,2.0,2.0,,44101.35
1192,Honda,2022.0,4.4,Hybrid,Automatic,116491.0,3.0,3.0,354.0,61843.45
1745,BMW,2013.0,,Diesel,Manual,88108.0,2.0,3.0,257.0,44635.6
691,Hyundai,2011.0,2.1,Petrol,Automatic,180430.0,2.0,,345.0,40402.5
1753,BMW,2022.0,,Petrol,Manual,35985.0,3.0,1.0,198.0,64039.75
1876,Hyundai,2010.0,1.4,Hybrid,Automatic,5036.0,2.0,4.0,,36881.2
690,BMW,,4.7,ELECTRIC,Manual,193347.0,3.0,2.0,371.0,0.0
852,Honda,,4.3,Petrol,Automatic,,,,190.0,-10000.0
160,Ford,2008.0,,Petrol,Manual,172893.0,2.0,4.0,,45504.35
896,Honda,12,4.4,Petrol,Manual,16292.0,3.0,4.0,366.0,59741.4
1576,Honda,2020.0,3.8,Petrol,Manual,17150.0,3.0,4.0,356.0,64381.5
258,Ford,2007.0,2.9,Electric,Automatic,34381.0,2.0,,,44152.95
336,BMW,2011.0,2.9,Petrol,Automatic,55893.0,4.0,2.0,280.0,46191.35
1880,Honda,2011.0,1.1,Electric,Manual,85738.0,,3.0,234.0,34614.1
1040,Ford,2010.0,,ELECTRIC,Automatic,73304.0,3.0,3.0,311.0,52852.8
516,Toyota,2011.0,1.7,PETROL,Automatic,999999.0,2.0,2.0,,30635.5
1349,Hyundai,2021.0,3.5,Petrol,Manual,30595.0,4.0,,,54949.25
1016,Tesla,,3.7,hybrid,Manual,115290.0,4.0,1.0,297.0,50113.5
769,Honda,14,3.3,diesel,Automatic,154229.0,,3.0,335.0,46847.55
1747,Ford,,4.5,Hybrid,Manual,186593.0,3.0,1.0,211.0,47356.35
762,Honda,2019.0,3.2,Electric,Automatic,,3.0,3.0,225.0,0.0
1247,Honda,2013.0,3.6,hybrid,Manual,,4.0,,352.0,49471.35
1204,Hyundai,2005.0,3.2,Diesel,Manual,74224.0,,,,51557.8
1468,Ford,17,2.7,Electric,Manual,141427.0,3.0,3.0,213.0,46108.65
1984,Tesla,14,2.4,Petrol,Manual,155494.0,3.0,1.0,105.0,37279.3
522,Ford,2010.0,2.1,Petrol,Manual,,4.0,3.0,218.0,39456.0
23,Ford,9,2.7,Hybrid,Automatic,86718.0,2.0,,342.0,50356.1
357,Hyundai,8,3.5,DIESEL,Manual,113397.0,4.0,4.0,98.0,35191.15
1278,Tesla,,4.5,petrol,Automatic,42743.0,,,,57439.85
1313,Honda,2021.0,4.7,Diesel,Automatic,,3.0,3.0,,63774.7
1683,Ford,22,2.4,Petrol,Automatic,,4.0,4.0,112.0,42297.5
341,Toyota,2014.0,2.0,diesel,Automatic,164511.0,3.0,,228.0,36898.45
432,Hyundai,2021.0,2.4,Electric,Manual,149938.0,3.0,4.0,295.0,49839.1
474,Toyota,2017.0,2.1,Petrol,Manual,70226.0,,3.0,358.0,53040.7
218,Honda,13,,Diesel,Automatic,174169.0,2.0,3.0,,42926.55
912,Toyota,,,Hybrid,Automatic,,4.0,3.0,221.0,53860.4
1228,Tesla,2020.0,1.2,Petrol,Manual,47215.0,2.0,4.0,90.0,35089.25
1597,Ford,2017.0,,DIESEL,Automatic,,2.0,2.0,201.0,48464.95
1012,BMW,2019.0,2600 cc,Diesel,Manual,31962.0,3.0,3.0,,43614.9
1950,Honda,2021.0,1.7,Electric,Manual,156969.0,2.0,2.0,227.0,41220.55
94,Toyota,2005.0,4.7,Hybrid,Automatic,,2.0,4.0,392.0,58769.0
1009,Tesla,,4.6,Petrol,Manual,19439.0,,,,58252.05
1071,Toyota,6,1900 cc,Hybrid,Manual,172499.0,2.0,4.0,180.0,28026.05
1093,Tesla,,2.7,Diesel,Automatic,21571.0,2.0,4.0,321.0,56765.45
1915,Tesla,2021.0,,ELECTRIC,Automatic,,,4.0,5000.0,59237.45
1309,Ford,2010.0,1.2,Petrol,Automatic,183775.0,3.0,,374.0,34444.25
697,Toyota,2008.0,,Diesel,Manual,109733.0,3.0,4.0,127.0,41548.35
1828,Ford,,2500 cc,HYBRID,Automatic,75283.0,4.0,3.0,116.0,43343.85
997,Hyundai,2020.0,2.1,Petrol,Manual,22772.0,4.0,4.0,243.0,47440.4
154,Hyundai,2019.0,2.2,petrol,Manual,,2.0,4.0,258.0,49782.25
1100,Ford,2016.0,4.6,Diesel,Automatic,36218.0,2.0,2.0,99.0,55084.1
1719,Honda,,4.4,ELECTRIC,Automatic,64252.0,3.0,2.0,251.0,61650.4
1998,Hyundai,2022.0,4100 cc,Diesel,Manual,104372.0,4.0,3.0,191.0,55714.4
790,BMW,,1.7,Diesel,Automatic,15207.0,2.0,4.0,,31205.65
581,Honda,2023.0,1.8,Electric,Automatic,127834.0,3.0,,244.0,42507.3
704,Hyundai,2015.0,3800 cc,Petrol,Manual,85992.0,4.0,,135.0,47879.4
1213,Hyundai,6,3.5,Diesel,Automatic,44218.0,4.0,,274.0,45685.1
1296,Honda,,4.3,Petrol,Manual,149916.0,,1.0,185.0,50371.2
1666,Honda,2012.0,2.6,Hybrid,Automatic,59078.0,4.0,2.0,230.0,46044.1
1261,Hyundai,2011.0,,Hybrid,Automatic,132219.0,3.0,1.0,296.0,58498.05
488,Ford,2006.0,4.5,Petrol,Manual,121850.0,3.0,3.0,142.0,39560.5
560,Toyota,2022.0,4.1,Petrol,Automatic,107192.0,2.0,2.0,315.0,62966.4
1142,Ford,,1.5,Hybrid,Manual,193392.0,3.0,4.0,355.0,44139.4
1120,Tesla,2013.0,,Electric,Manual,136756.0,2.0,3.0,73.0,30917.199999999997
802,Hyundai,2016.0,3.8,Diesel,Automatic,80320.0,3.0,2.0,168.0,47891.0
513,Honda,2022.0,,Petrol,Automatic,149980.0,4.0,,,44251.0
634,BMW,2022.0,,Electric,Manual,148572.0,2.0,1.0,131.0,47973.4
1922,Tesla,2005.0,2700 cc,electric,Manual,96627.0,3.0,2.0,110.0,31533.65
1788,Tesla,2012.0,1.7,Hybrid,Automatic,73447.0,2.0,1.0,,42104.65
1546,Tesla,2020.0,,Diesel,Manual,114071.0,,3.0,338.0,56675.45
1151,Tesla,2021.0,3.3,HYBRID,Automatic,53068.0,,,109.0,50549.6
791,Toyota,10,3300 cc,hybrid,Manual,32757.0,3.0,4.0,,51337.15
117,Toyota,2009.0,3.4,Hybrid,Automatic,30651.0,4.0,,,49362.45
741,Honda,2010.0,4.5,petrol,Manual,129121.0,3.0,,173.0,48317.95
1691,Ford,2014.0,4900 cc,Petrol,Manual,134198.0,4.0,1.0,259.0,57929.1
1082,Ford,22,3.9,Electric,Manual,,2.0,,,67866.0
831,Toyota,2020.0,3.7,Diesel,Automatic,17076.0,2.0,4.0,,51961.2
120,Ford,,4.8,Diesel,Automatic,999999.0,,4.0,128.0,48620.8
657,BMW,2006.0,,Petrol,Automatic,80147.0,2.0,4.0,286.0,39685.65
1908,BMW,2014.0,,Electric,Automatic,33546.0,4.0,2.0,119.0,39490.7
636,Honda,,4.0,Hybrid,Manual,66480.0,,4.0,206.0,55721.0
370,Ford,2010.0,1.4,Electric,Manual,197581.0,2.0,2.0,262.0,31672.949999999997
269,Tesla,2011.0,2.9,Hybrid,Manual,57726.0,2.0,2.0,156.0,39614.7
656,Tesla,2022.0,3.2,Petrol,Manual,53624.0,2.0,1.0,70.0,49778.8
936,Hyundai,5,,Hybrid,Manual,148115.0,4.0,3.0,158.0,22859.25
823,Honda,2022.0,4.2,Diesel,Automatic,43165.0,3.0,3.0,5000.0,55372.75
867,Hyundai,,2.7,Diesel,Manual,50802.0,2.0,1.0,393.0,47871.9
47,Honda,,4.9,Hybrid,Automatic,,3.0,,258.0,0.0
1374,Ford,2010.0,3.3,Hybrid,Automatic,9761.0,3.0,,285.0,50829.95
1709,Honda,2022.0,,Electric,Automatic,,4.0,1.0,334.0,69079.3
992,Honda,2016.0,,Diesel,Manual,91158.0,4.0,1.0,105.0,44800.1
877,Tesla,2019.0,4.7,Electric,Automatic,153112.0,4.0,3.0,328.0,63021.4
774,Tesla,2021.0,1.0,Hybrid,Automatic,,3.0,,248.0,41355.95
1220,Hyundai,2023.0,2.9,electric,Automatic,167062.0,4.0,,315.0,51958.9
2000,Honda,2012.0,1.7,Electric,Automatic,19706.0,3.0,1.0,165.0,40687.7
5,Hyundai,12,2.4,Electric,Manual,147233.0,,4.0,290.0,38010.35
1004,Tesla,2010.0,3.8,Electric,Automatic,999999.0,2.0,1.0,252.0,52756.2
1724,Honda,2022.0,3900 cc,Hybrid,Manual,13720.0,2.0,2.0,5000.0,68763.0
264,BMW,2006.0,3.9,Hybrid,Automatic,,3.0,2.0,,35517.35
1570,Honda,2009.0,4.9,hybrid,Manual,91984.0,4.0,4.0,122.0,44249.8
1831,Hyundai,2009.0,2.1,Electric,Automatic,196083.0,2.0,3.0,,35836.85
444,BMW,2018.0,3700 cc,Electric,Automatic,122907.0,2.0,1.0,105.0,47667.65
1003,Tesla,2011.0,2.6,ELECTRIC,Manual,177704.0,4.0,2.0,240.0,40497.8
1078,Toyota,,1500 cc,Diesel,Automatic,,3.0,1.0,75.0,34708.8
838,Toyota,2009.0,4.9,Electric,Manual,84360.0,3.0,1.0,228.0,53557.0
1791,Ford,,3.5,Diesel,Manual,,3.0,4.0,333.0,50768.2
305,Hyundai,,1000 cc,PETROL,Automatic,29142.0,,4.0,377.0,44964.9
1366,Ford,2016.0,3.0,Electric,Automatic,,3.0,4.0,369.0,58723.65
1558,Honda,2016.0,,Hybrid,Automatic,90973.0,,4.0,121.0,-10000.0
314,Ford,2005.0,4.1,Electric,Automatic,52176.0,,2.0,,45911.2
150,Tesla,2022.0,4.3,Diesel,Automatic,27228.0,3.0,2.0,372.0,70167.6
1149,BMW,2005.0,4.4,Hybrid,Automatic,25478.0,3.0,1.0,,47353.1
1214,Tesla,2023.0,4600 cc,Petrol,Manual,148285.0,,,288.0,59302.75
575,Hyundai,2012.0,4.4,Electric,Automatic,188206.0,3.0,1.0,297.0,50185.7
51,Tesla,2008.0,,Petrol,Manual,137797.0,4.0,3.0,115.0,42674.15
1553,Tesla,,2.1,diesel,Automatic,,,1.0,351.0,55691.35
727,Toyota,2018.0,2.9,Hybrid,Automatic,64155.0,3.0,,,47365.25
834,Hyundai,16,2.9,Hybrid,Manual,,3.0,4.0,285.0,46029.75
1378,Tesla,20,4.8,Petrol,Manual,107654.0,3.0,2.0,,0.0
1116,Honda,,4.2,Electric,Manual,,4.0,4.0,340.0,51459.8
1167,Hyundai,2023.0,5.0,Petrol,Manual,72428.0,4.0,4.0,70.0,53474.6
471,Toyota,2008.0,2.6,Hybrid,Automatic,67543.0,2.0,3.0,226.0,41438.85
972,Ford,6,4.3,hybrid,Manual,154666.0,2.0,,242.0,48078.7
654,Hyundai,2015.0,1.2,Diesel,Automatic,140311.0,4.0,2.0,396.0,44325.45
400,Hyundai,2005.0,2.0,Petrol,Automatic,,3.0,1.0,,30955.0
512,Honda,2011.0,1.9,Hybrid,Automatic,170029.0,2.0,1.0,197.0,0.0
321,BMW,,,Petrol,Automatic,,2.0,1.0,330.0,55819.05
20,Ford,2011.0,,Diesel,Automatic,180505.0,2.0,,88.0,32714.75
685,Ford,7,1.9,Electric,Automatic,122729.0,3.0,4.0,,26591.55
36,Tesla,2008.0,,Diesel,Automatic,113541.0,2.0,,,49493.95
903,Honda,2022.0,2.1,Electric,Automatic,72650.0,4.0,1.0,388.0,58563.5
1779,Tesla,2016.0,4.6,Diesel,Automatic,999999.0,4.0,4.0,168.0,48544.9
828,BMW,2022.0,4.7,Electric,Automatic,42136.0,3.0,4.0,343.0,66001.2
1854,BMW,2020.0,1300 cc,Electric,Manual,999999.0,3.0,4.0,198.0,42130.8
408,Tesla,2010.0,,Diesel,Automatic,5432.0,2.0,4.0,330.0,50660.4
921,BMW,,1.5,Electric,Automatic,,2.0,2.0,156.0,35972.8
538,Toyota,2015.0,1.3,Electric,Manual,176210.0,,4.0,179.0,33226.5
759,BMW,2019.0,2700 cc,Electric,Manual,189736.0,3.0,,181.0,41579.2
1905,Hyundai,2012.0,1.8,Diesel,Manual,107201.0,3.0,,,34078.95
1063,Honda,2015.0,3700 cc,Electric,Automatic,23344.0,2.0,,181.0,48657.8
1200,Ford,,1.3,Hybrid,Automatic,135621.0,4.0,2.0,228.0,41973.95
246,BMW,2015.0,2300 cc,Electric,Manual,14795.0,3.0,1.0,92.0,39641.25
1417,Toyota,2020.0,2.6,Hybrid,Automatic,61782.0,3.0,2.0,236.0,-10000.0
1128,Hyundai,2010.0,3.9,Electric,Automatic,54582.0,3.0,2.0,85.0,43044.9
785,Toyota,2009.0,4.0,Electric,Manual,,2.0,4.0,374.0,50036.1
1743,Honda,2016.0,,DIESEL,Manual,26381.0,4.0,3.0,346.0,58052.95
490,Toyota,2022.0,1.8,DIESEL,Automatic,162220.0,4.0,,255.0,46430.0
155,Ford,2012.0,3.0,Hybrid,Automatic,150800.0,3.0,1.0,366.0,53026.0
962,Honda,2006.0,4.9,DIESEL,Manual,24977.0,,,,59262.15
854,BMW,15,,Electric,Automatic,192486.0,4.0,4.0,189.0,37707.7
1312,BMW,2013.0,,Petrol,Manual,53591.0,2.0,2.0,,55565.45
626,Hyundai,2014.0,1.4,Electric,Manual,,3.0,1.0,376.0,46684.2
686,Ford,,2.4,Diesel,Manual,175231.0,,,,40568.45
1562,Honda,2019.0,3.0,Petrol,Manual,,2.0,4.0,,0.0
570,Hyundai,2023.0,4.0,Petrol,Automatic,,4.0,2.0,177.0,53028.3
1909,Hyundai,14,2.5,Hybrid,Manual,,3.0,4.0,191.0,34200.5
18,Tesla,2019.0,,Petrol,Automatic,123371.0,,1.0,,67784.45
128,BMW,2011.0,4.0,Electric,Manual,155492.0,2.0,2.0,72.0,38071.4
1347,Honda,2008.0,3.4,Diesel,Manual,,3.0,1.0,310.0,46563.3
1280,Hyundai,9,2.4,Hybrid,Manual,135288.0,4.0,4.0,343.0,43850.6
1969,Toyota,,1.8,Electric,Automatic,,2.0,2.0,155.0,44018.65
928,BMW,20,2.7,Petrol,Automatic,123906.0,3.0,2.0,97.0,42801.7
981,Tesla,2005.0,4500 cc,Diesel,Manual,,3.0,,240.0,42981.45
1965,BMW,8,3.8,Petrol,Manual,66596.0,2.0,2.0,372.0,53931.2
191,BMW,2017.0,2.6,Hybrid,Automatic,131839.0,2.0,4.0,217.0,44971.05
1140,Tesla,2017.0,3.9,Electric,Automatic,186762.0,2.0,2.0,356.0,53779.9
993,BMW,2015.0,4.2,Petrol,Manual,60264.0,4.0,4.0,372.0,60917.8
1956,Honda,2021.0,,Electric,Manual,,,4.0,284.0,51743.25
1657,BMW,2015.0,3.8,Petrol,Manual,,3.0,1.0,196.0,53738.2
607,Ford,2019.0,1.3,Electric,Automatic,,3.0,,159.0,38805.1
181,Toyota,2008.0,4200 cc,Diesel,Automatic,170640.0,2.0,2.0,204.0,41728.0
302,Toyota,2022.0,3.9,Hybrid,Manual,181454.0,4.0,,165.0,48703.3
497,Honda,2018.0,3.5,Electric,Manual,196385.0,2.0,3.0,,37587.75
1721,Tesla,2009.0,1.7,Diesel,Automatic,,3.0,4.0,342.0,37315.2
1710,Honda,21,2.7,Hybrid,Automatic,185564.0,4.0,2.0,296.0,47769.8
1888,BMW,2010.0,1.6,Hybrid,Automatic,,3.0,2.0,162.0,36763.5
1992,Honda,,2.6,Petrol,Automatic,135842.0,4.0,,,46721.9
518,Hyundai,2011.0,4.9,Petrol,Manual,183554.0,2.0,1.0,5000.0,50117.3
1985,Honda,2008.0,3600 cc,Electric,Manual,171685.0,3.0,,236.0,43157.75
1070,Hyundai,12,4.1,Hybrid,Automatic,86144.0,4.0,3.0,,42970.8
477,Tesla,18,3400 cc,Electric,Automatic,,3.0,,82.0,36892.15
158,BMW,,4.7,Diesel,Manual,197828.0,3.0,4.0,330.0,0.0
1244,BMW,2008.0,2400 cc,Diesel,Automatic,,4.0,4.0,100.0,31390.449999999997
1196,Toyota,2005.0,1400 cc,Electric,Automatic,,,2.0,,34863.3
17,Tesla,7,2.5,petrol,Automatic,,,3.0,,-10000.0
1536,Tesla,2016.0,2.6,Diesel,Manual,58333.0,4.0,3.0,,50289.35
1073,Toyota,2018.0,1900 cc,Electric,Manual,66160.0,3.0,3.0,254.0,46860.0
1972,Ford,2005.0,4.9,Hybrid,Automatic,67863.0,2.0,2.0,164.0,48441.85
547,Hyundai,2014.0,,petrol,Manual,,2.0,2.0,181.0,47750.7
1540,Toyota,2019.0,,Electric,Automatic,170043.0,,4.0,343.0,53853.85
659,Toyota,2022.0,1.6,Electric,Automatic,147181.0,2.0,3.0,138.0,38765.95
1626,Honda,2021.0,1.5,Diesel,Automatic,116654.0,4.0,2.0,389.0,54331.3
1020,BMW,2013.0,4.0,Electric,Manual,,2.0,4.0,231.0,48574.0
1663,Toyota,2023.0,,Diesel,Manual,60486.0,3.0,2.0,5000.0,63814.7
1505,Hyundai,2019.0,3.5,Diesel,Manual,87001.0,,1.0,338.0,59543.95
960,Hyundai,2005.0,3.4,Petrol,Automatic,5209.0,2.0,2.0,82.0,40185.55
1882,BMW,2010.0,2.3,Hybrid,Automatic,65071.0,2.0,1.0,114.0,39731.45
284,BMW,,,Electric,Automatic,145548.0,2.0,2.0,111.0,34113.6
798,Tesla,2008.0,2.7,Hybrid,Automatic,188306.0,,4.0,151.0,32725.699999999997
1627,Hyundai,2008.0,4800 cc,Hybrid,Manual,150512.0,4.0,3.0,,50827.4
226,Tesla,2006.0,2.6,Diesel,Automatic,74306.0,3.0,1.0,,43637.7
27,Ford,2021.0,2.1,Diesel,Manual,,,2.0,246.0,54538.35
1771,Toyota,2012.0,1900 cc,ELECTRIC,Automatic,195972.0,,3.0,192.0,29672.4
438,Hyundai,2014.0,,Diesel,Automatic,999999.0,4.0,1.0,227.0,56812.35
1949,Ford,,3500 cc,Electric,Automatic,112334.0,4.0,1.0,346.0,45435.3
1389,Tesla,2022.0,1300 cc,Electric,Manual,145710.0,2.0,,252.0,44098.5
230,Honda,2016.0,3.5,Diesel,Manual,23263.0,3.0,3.0,79.0,47563.85
38,BMW,11,2.7,Diesel,Automatic,,,4.0,309.0,44302.3
750,Toyota,2021.0,2.7,Hybrid,Manual,,2.0,2.0,312.0,54093.2
1046,Ford,2014.0,,Electric,Manual,60107.0,4.0,1.0,361.0,63108.65
1399,Ford,2017.0,1600 cc,Electric,Automatic,,2.0,,235.0,39684.9
470,Tesla,,3.0,Petrol,Manual,999999.0,2.0,1.0,276.0,41070.4
1693,Toyota,,,ELECTRIC,Manual,133614.0,2.0,4.0,371.0,50566.3
1968,Tesla,,1.5,Hybrid,Manual,60032.0,3.0,,,-10000.0
688,Toyota,2015.0,4.8,Diesel,Manual,,4.0,,,48770.9
1844,Toyota,2018.0,4.1,petrol,Automatic,,2.0,,107.0,0.0
640,Honda,2011.0,3400 cc,Petrol,Automatic,19318.0,3.0,1.0,,53288.1
1713,Ford,2013.0,1200 cc,Electric,Manual,51766.0,3.0,2.0,185.0,34088.7
1219,Tesla,2022.0,3600 cc,Petrol,Automatic,97038.0,2.0,3.0,,46712.1
1159,Toyota,2021.0,,Petrol,Automatic,185378.0,3.0,1.0,,49378.1
1416,Hyundai,2018.0,2.3,Electric,Automatic,64980.0,2.0,4.0,,52214.0
1528,Honda,9,2.7,DIESEL,Automatic,,3.0,,388.0,55575.25
1656,Honda,2020.0,4.3,Hybrid,Automatic,164465.0,4.0,,85.0,45822.75
1301,Honda,,4.1,Diesel,Manual,47322.0,4.0,,390.0,57917.9
1823,Honda,2013.0,4.0,Electric,Automatic,141564.0,2.0,3.0,,53499.8
801,Hyundai,,,Electric,Manual,184743.0,3.0,3.0,347.0,44098.85
1604,Toyota,8,2.9,ELECTRIC,Automatic,50913.0,2.0,,154.0,38544.35
161,Honda,2005.0,2.6,Electric,Manual,35615.0,,3.0,330.0,45371.25
957,BMW,2010.0,4.1,Petrol,Automatic,108021.0,3.0,4.0,5000.0,43726.95
1187,Tesla,18,1.7,Diesel,Automatic,16695.0,4.0,,307.0,50497.25
822,Honda,8,2.5,Hybrid,Automatic,58010.0,2.0,,185.0,39287.5
1682,Toyota,2009.0,,diesel,Automatic,157133.0,,1.0,,39264.35
878,Hyundai,2012.0,4.7,Petrol,Manual,49772.0,4.0,,154.0,51392.4
914,Honda,,,Petrol,Manual,,3.0,,158.0,50256.35
153,BMW,2012.0,1100 cc,Diesel,Automatic,,,,119.0,32598.050000000003
1871,BMW,2006.0,,Hybrid,Automatic,82257.0,4.0,4.0,254.0,47835.15
1777,Tesla,2021.0,2.5,Diesel,Automatic,,3.0,2.0,294.0,48700.0
510,Honda,2008.0,1.3,Electric,Automatic,,4.0,4.0,182.0,26390.75
1136,Ford,2012.0,,Hybrid,Automatic,,2.0,4.0,142.0,51962.4
1251,Toyota,2007.0,2.6,Diesel,Automatic,172207.0,4.0,2.0,5000.0,34961.65
1684,Tesla,,2.4,Electric,Manual,,,3.0,,47476.55
104,Toyota,,,Hybrid,Manual,137767.0,2.0,1.0,292.0,56146.65
1446,BMW,12,4.5,Hybrid,Manual,32843.0,4.0,1.0,237.0,58038.85
1444,Ford,2017.0,4300 cc,Diesel,Automatic,74506.0,4.0,,82.0,-10000.0
587,Hyundai,2008.0,3.6,diesel,Manual,,2.0,2.0,138.0,37088.3
1769,BMW,,,Diesel,Manual,84164.0,3.0,,288.0,46357.8
1144,Tesla,2021.0,3.8,Electric,Manual,111565.0,,1.0,259.0,56841.75
54,Toyota,2016.0,,Petrol,Automatic,,,3.0,200.0,49124.25
152,Hyundai,2021.0,2.8,Diesel,Automatic,82924.0,2.0,,356.0,54500.8
404,Ford,,1.1,Diesel,Automatic,184357.0,,,,34019.15
1943,Toyota,2021.0,1.2,Diesel,Automatic,23895.0,2.0,,301.0,49895.25
208,Ford,2016.0,1.7,Petrol,Automatic,62450.0,2.0,1.0,,56037.5
1895,Tesla,2022.0,2.2,Diesel,Automatic,115379.0,3.0,4.0,132.0,40017.05
1123,Toyota,2010.0,1.9,Diesel,Manual,116301.0,3.0,,310.0,41450.95
1891,Toyota,,4.6,Petrol,Automatic,126173.0,,,314.0,59934.35
9,BMW,2010.0,2.6,Electric,Manual,76688.0,3.0,,238.0,44992.6
1015,Ford,18,4.3,Diesel,Manual,121189.0,,2.0,182.0,50977.55
1907,Honda,2020.0,4700 cc,Diesel,Manual,121566.0,3.0,3.0,5000.0,51805.7
1061,Honda,2005.0,4.4,Petrol,Manual,56999.0,3.0,2.0,,55790.05
453,BMW,,1.6,Diesel,Automatic,133381.0,3.0,1.0,371.0,54232.95
254,BMW,2008.0,2.7,Petrol,Automatic,16009.0,,2.0,77.0,38709.55
1328,Tesla,2007.0,3400 cc,Petrol,Manual,999999.0,,3.0,222.0,37147.25
897,Hyundai,,2900 cc,Hybrid,Manual,176866.0,2.0,4.0,284.0,42257.7
1734,Toyota,2015.0,1.1,Electric,Automatic,35653.0,2.0,1.0,376.0,50629.35
881,Tesla,,2.6,Hybrid,Automatic,199904.0,3.0,2.0,,40825.8
1596,Toyota,2008.0,4.0,Diesel,Manual,149345.0,2.0,3.0,94.0,35697.75
1889,Ford,2023.0,2.2,Petrol,Manual,,2.0,1.0,74.0,46555.6
624,Toyota,2006.0,2.8,Petrol,Manual,43897.0,4.0,,370.0,49777.15
346,Hyundai,12,1.8,Electric,Automatic,127970.0,3.0,2.0,131.0,33562.5
